id,Title,"url","Product סגנון היצירה","Product טכניקה","Product מצע",Length,Width,Height
971,"גבר הולך עם כובע",https://under1000.co.il/wp-content/uploads/2020/05/WhatsApp-Image-2020-05-26-at-2.31.46-PM-3.jpeg,,"חיתוך לייזר",מתכת,,30,40
972,"אישה עם שמלה כתומה צהובה",https://under1000.co.il/wp-content/uploads/2020/05/WhatsApp-Image-2020-05-26-at-2.31.45-PM.jpeg,,"חיתוך לייזר",מתכת,,30,40
974,"איש במשקפי שמש",https://under1000.co.il/wp-content/uploads/2020/05/WhatsApp-Image-2020-05-27-at-4.17.16-PM.jpeg,,"חיתוך לייזר",מתכת,,30,40
1045,Daniella,https://under1000.co.il/wp-content/uploads/2020/05/Daniella-scaled.jpg,,"צבעי אקריליק",קנבס,3,80,120
1054,"Still life with Cauliflower",https://under1000.co.il/wp-content/uploads/2020/05/Cauliflower.jpg,,"צבעי שמן",קנבס,2,70,50
1057,"Oranges in the package",https://under1000.co.il/wp-content/uploads/2020/05/Oranges-in-the-package.jpg,,"צבעי שמן",קנבס,2,70,50
1084,"Still life with eggs",https://under1000.co.il/wp-content/uploads/2020/05/Still-life-with-eggs.jpg,,"צבעי שמן",קנבס,2,70,50
1108,Manuella,https://under1000.co.il/wp-content/uploads/2020/05/Manuella.jpg,,"צבעי אקריליק",קנבס,3,90,90
1175,מתבוננים,https://under1000.co.il/wp-content/uploads/2020/05/737f9944-a04b-4038-8292-92dcf1c91752.jpg,,"צבעי אקריליק",קנבס,,40,50
1179,"El Amor En Los Tiempos De Corona",https://under1000.co.il/wp-content/uploads/2020/06/101883445_2625349744369185_3382570763197349888_n.jpg,"אמנות רחוב","צבעי אקריליק",עץ,1,80,25
1181,Mask,https://under1000.co.il/wp-content/uploads/2020/05/2972b1fb-e200-4e8b-95f7-ad8d9ba3bef6.jpg,,"צבעי אקריליק",קנבס,,100,100
1200,"רוקדת לחופש",https://under1000.co.il/wp-content/uploads/2020/05/3a125478-d943-4b58-a844-10e95b92cf40.jpg,,"צבעי אקריליק",קנבס,,60,90
1241,"TLV BLUE &amp; WHITE",https://under1000.co.il/wp-content/uploads/2020/06/101400146_843702626039029_7208811639481565184_n.jpg,,"צבעי אקריליק",עץ,1,80,25
1256,"תל אביב הישנה",https://under1000.co.il/wp-content/uploads/2020/06/130X100A-scaled.jpg,,"צבעי אקריליק",קנבס,3,130,100
1265,"פריים ביתי",https://under1000.co.il/wp-content/uploads/2020/06/100X50A-2-scaled.jpg,,"צבעי אקריליק",קנבס,3,100,50
1311,Surprise,https://under1000.co.il/wp-content/uploads/2020/06/B2678A16-E1D5-42B0-BB10-C65E545C1EEA-scaled.jpeg,,"צבעי אקריליק",קנבס,3,90,100
1361,"מסלולי החיים",,,"צבעי אקריליק",קנבס,3,130,65
1445,אשליה,https://under1000.co.il/wp-content/uploads/2020/06/IMG_20200604_214534_995.jpg,,,,3,70,60
1448,"עיר בערפל",https://under1000.co.il/wp-content/uploads/2020/06/IMG_20200604_214534_995.jpg,,,,2.5,50,70
1455,"עיר בערפל",https://under1000.co.il/wp-content/uploads/2020/06/20200604_213553-scaled.jpg,מופשט,"צבעי אקריליק",קנבס,2,50,70
1457,"סופת חול",https://under1000.co.il/wp-content/uploads/2020/06/6b8c284d-a880-4fce-bf0f-1b8df6c96e4c.jpg,מופשט,"צבעי אקריליק",קנבס,2,60,40
1459,"תפוס את הכדור",https://under1000.co.il/wp-content/uploads/2020/06/זוג-מפלצות.jpg,סוריאליזם,"צבעי אקריליק",קנבס,42,3,57
1465,"סוס פרא עם כוכב",https://under1000.co.il/wp-content/uploads/2020/06/סוס-עם-כוכב-01.jpg,פיגורטיבי,"צבעי אקריליק",עץ,80,3.5,120
1514,"בחורה וחתול",https://under1000.co.il/wp-content/uploads/2020/06/35A70B23-E425-42B1-B32C-22E95BB5B725.jpeg,דיוקנאות|פיגורטיבי,"צבעי אקריליק|צבעי שמן",קנבס,3,40,40
1521,ויולט,https://under1000.co.il/wp-content/uploads/2020/06/91DA601B-B6E0-42CB-9930-16C4DFAB828B-scaled.jpeg,דיוקנאות|פיגורטיבי,"צבעי אקריליק|צבעי שמן",קנבס,3,30,40
1524,בלונדינית,https://under1000.co.il/wp-content/uploads/2020/06/93821666-4A95-41FE-83EA-754F13D4E19C-scaled.jpeg,פיגורטיבי,"צבעי אקריליק|צבעי שמן",קנבס,3,30,40
1527,"louder at 14:00",https://under1000.co.il/wp-content/uploads/2020/06/865A9657-4C6A-4BF7-89D1-BAC2D9EC4FC6.jpeg,,,,,,
1533,"דמויות משולבות",https://under1000.co.il/wp-content/uploads/2020/06/60366735-628B-4F1E-BEC6-2152FCF78DD0-scaled.jpeg,,,,,,
1535,"ארבע דמויות חתוליות",https://under1000.co.il/wp-content/uploads/2020/06/AD9324CB-32B6-49D4-99CC-FAB7C0811758-scaled.jpeg,,,,,,
1545,שקיעה,,,"צבעי אקריליק",קנבס,120,3,100
1546,"זוג שחור לבן 1",,,"צבעי אקריליק",קנבס,60,3,80
1549,"זוג שחור לבן 2",,,"צבעי אקריליק",קנבס,60,3,80
1555,"MIGDAL SHALOM IN YELLOW",https://under1000.co.il/wp-content/uploads/2020/06/CamScanner-06-15-2020-13.20.02_1.jpg,,"ספריי|צבעי אקריליק",,2,20,40
1583,"היפה עד מאוד",https://under1000.co.il/wp-content/uploads/2020/06/image0.jpeg,"פופ ארט","טושים|צבעי אקריליק",קנבס,60,4,90
1588,"BLUE BUILDING ALEF",https://under1000.co.il/wp-content/uploads/2020/06/CamScanner-06-15-2020-13.21.30_1.jpg,,"ספריי|צבעי אקריליק",,2,25,50
1589,"PINK HOUSE ALEF",https://under1000.co.il/wp-content/uploads/2020/06/CamScanner-06-15-2020-13.18.24_1.jpg,,"ספריי|צבעי אקריליק",,2,30,20
1590,"PASTEL GREEN TLV",https://under1000.co.il/wp-content/uploads/2020/06/CamScanner-06-15-2020-13.22.22_1-scaled.jpg,,"ספריי|צבעי אקריליק",,1,25,37
1591,"HABIMA BLACK AND WHITE",https://under1000.co.il/wp-content/uploads/2020/06/CamScanner-06-15-2020-13.17.36_1.jpg,,"ספריי|צבעי אקריליק",,2,20,20
1657,"ברוש 3 מעוינים כחול 2/4",https://under1000.co.il/wp-content/uploads/2020/06/ברוש-3-מעויינים-כחול-2-מתוך-4--scaled.jpg,פיגורטיבי,"הדפס|צבעי אקריליק",נייר,110,80,4
1659,"ברש מאורך כחול 4/7",https://under1000.co.il/wp-content/uploads/2020/06/ברוש-מאורך-כחול-68-19-4-מתוך-7-.jpg,פיגורטיבי,"הדפס|צבעי אקריליק",נייר,100,35,4
1663,"ברוש מסולסל אימפרסיוניסטי 1/5",https://under1000.co.il/wp-content/uploads/2020/06/ברוש-מסולסל-אימפרסיוניטי-36-19-1-מתוך-5-.jpg,פיגורטיבי,"הדפס|צבעי אקריליק",נייר,4,25,30
1679,"ברוש תחרה אוקר 2/5",https://under1000.co.il/wp-content/uploads/2020/06/ברוש-תחרה-אוקר-2-מתוך-5-.jpg,פיגורטיבי,הדפס,נייר,4,75,105
1681,סגול,,,"צבעי שמן",קנבס,,25,25
1683,"ברוש תחרה אוקר/שחור, ימין, 3/4",https://under1000.co.il/wp-content/uploads/2020/06/ברוש-תחרה-ימין-אוקר-שחור-61-19-3-מתוך-4-.jpg,פיגורטיבי,הדפס,נייר,4,75,105
1685,"ברוש תחרה אוקר/שחור, שמאל, 3/4",https://under1000.co.il/wp-content/uploads/2020/06/ברוש-תחרה-שמאל-אוקר-שחור-62-19-3-מתוך-4.jpg,פיגורטיבי,הדפס,נייר,4,75,105
1687,"ברוש תחרה שחור לבן 4/5",https://under1000.co.il/wp-content/uploads/2020/06/ברוש-תחרה-שחור-ימין-42-19-4-מתוך-5-.jpg,פיגורטיבי,הדפס,נייר,4,75,105
1689,"ברוש תחרה שחור/לבן, שמאל, 2/5",https://under1000.co.il/wp-content/uploads/2020/06/ברוש-תחרה-שחור-שמאל-38-19-2-מתוך-5-.jpg,פיגורטיבי,הדפס,נייר,4,75,105
1693,"שושן צבעוני 1/1",https://under1000.co.il/wp-content/uploads/2020/06/חרוז-שושן-וציור-67-19-1-מתוך-1-.jpg,פיגורטיבי,הדפס,נייר,4,25,25
1696,קוביזם,https://under1000.co.il/wp-content/uploads/2020/06/382-100x90--scaled.jpg,מופשט,,,4,100,90
1698,"סילסולים צבעוניים",https://under1000.co.il/wp-content/uploads/2020/06/5-600-40x40-1-scaled.jpg,מודרני|מופשט,"צבעי אקריליק",קנבס,3.5,40,40
1703,"פרידה קאלו - הדפס ממוסגר",https://under1000.co.il/wp-content/uploads/2020/06/5187353A-5B94-4180-8003-364F50415F43.jpeg,דיוקנאות,הדפס,נייר,3.5,30,40
1717,"לב סירה קוצנית בורדו 7/12",https://under1000.co.il/wp-content/uploads/2020/06/לב-סירה-קוצנית-בורדו-7-מתוך-12-.jpg,פיגורטיבי,הדפס,נייר,4,70,70
1721,"לב סירה קוצנית לבן, רשת אפור 2/7",https://under1000.co.il/wp-content/uploads/2020/06/לב-סירה-קוצנית-לבן-רשת-אפור-56-19-2-מתןך-7-.jpg,פיגורטיבי,"הדפס|צבעי אקריליק",נייר,4,70,70
1723,"לב סירה קוצנית לבן, רשת אפור 3/7",https://under1000.co.il/wp-content/uploads/2020/06/לב-סירה-קוצנית-לבן-רשת-אפור-2-20-3-מתןך-7-.jpg,פיגורטיבי,"הדפס|צבעי אקריליק",נייר,4,70,70
1727,"לב סירה קוצנית שחור, רקע אוקר 4/5",https://under1000.co.il/wp-content/uploads/2020/06/לב-סירה-קוצנית-רשת-אוקר-4-מתוך-5-.jpg,פיגורטיבי,"הדפס|צבעי אקריליק",נייר,4,70,70
1731,"3 ברושים על רוזטה 1/1",https://under1000.co.il/wp-content/uploads/2020/06/שלושה-ברושים-1-מתוך-1-.jpg,פיגורטיבי,"הדפס|צבעי אקריליק",נייר,4,80,70
1736,"ברוש מאורך לבן, רשת אוקר 4/9",https://under1000.co.il/wp-content/uploads/2020/06/ברוש-מאורך-לבן-רשת-אוקר-70-19-4-מתוך-9-.jpg,פיגורטיבי,"הדפס|צבעי אקריליק",נייר,4,35,100
1738,"ברוש תחרה שחור לבן, ימין, 3/5",https://under1000.co.il/wp-content/uploads/2020/06/ברוש-תחרה-שחור-49-19-ימין-3-מתוך-5-.jpg,פיגורטיבי,הדפס,נייר,4,75,105
1742,"שלושה לבבות רקומים מס' 1, 1/1",https://under1000.co.il/wp-content/uploads/2020/06/שלושה-לבבות-רקומים-מס-1-1-מתוך-1-.jpg,פיגורטיבי,"הדפס|צבעי אקריליק",נייר,4,32,53
1744,"לב סירה שחור/לבן, רשת אוקר, 2/5",https://under1000.co.il/wp-content/uploads/2020/06/לב-סירה-שחור-לבן-רשת-אוקר-54-19-2-מתוך-5-.jpg,פיגורטיבי,"הדפס|צבעי אקריליק",נייר,4,30,55
1746,"לב סירה לבן,שביל אוקר, 3/5",https://under1000.co.il/wp-content/uploads/2020/06/לב-סירה-לבן-שביל-אוקר-57-19-3-מתוך-5-.jpg,פיגורטיבי,"הדפס|צבעי אקריליק",נייר,4,30,55
1748,"לב סירה לבן, שביל אפור 4/5",https://under1000.co.il/wp-content/uploads/2020/06/לב-סירה-לבן-שביל-אפור-58-19-4-מתוך-5-.jpg,פיגורטיבי,"הדפס|צבעי אקריליק",נייר,4,30,55
1750,"לב סירה לבן, רשת כחול 4/5",https://under1000.co.il/wp-content/uploads/2020/06/לב-סירה-לבן-שביל-כחול-4-20-4-מתוך-5-.jpg,פיגורטיבי,"הדפס|צבעי אקריליק",נייר,4,30,55
1890,"Abstract in yellow #1",,מופשט,"צבעי שמן",קנבס,2,70,70
1892,"Abstract in yellow #2",,,,,2,70,70
1908,"צמח בר",,מופשט,"צבעי אקריליק",,,100,100
1909,תנועה,,מופשט,"צבעי אקריליק",קנבס,,150,80
1956,פריחה,https://under1000.co.il/wp-content/uploads/2020/06/70.70x60--scaled.jpg,מודרני|מופשט,,,,70,70
1986,"פאזל על רקע כחול",https://under1000.co.il/wp-content/uploads/2020/06/390-90x80--scaled.jpg,מודרני|מופשט,"צבעי אקריליק",קנבס,,80,90
1988,"אקספרסיבי על רקע ירוק",https://under1000.co.il/wp-content/uploads/2020/06/412-90x90--scaled.jpg,מודרני|מופשט,"צבעי אקריליק|שפכטל",,,90,90
2076,"ברוש מאורך לבן שביל אוקר 1/9",https://under1000.co.il/wp-content/uploads/2020/06/ברוש-מאורך-לבן-שביל-אוקר-9-20-3-מתוך-9--scaled.jpg,פיגורטיבי,הדפס,נייר,,35,100
2078,"ברוש מאורך לבן שביל בורדו 3/9",https://under1000.co.il/wp-content/uploads/2020/06/ברוש-מאורך-לבן-שביל-בורדו-10-20-3-מתוך-9--scaled.jpg,פיגורטיבי,הדפס,נייר,4,35,100
2082,"ברוש תחרה שחור לבן 7/10",https://under1000.co.il/wp-content/uploads/2020/06/ברוש-תחרה-שחור-לבן-11-20-7-מתוך-10--scaled.jpg,פיגורטיבי,הדפס,נייר,4,75,105
2092,"ברש מאורך כחול 6/7",https://under1000.co.il/wp-content/uploads/2020/06/ברוש-מאורך-כחול-14-20-6-מתוך-7-.jpg,פיגורטיבי,"הדפס|צבעי אקריליק",נייר,4,35,100
2094,"ברוש תחרה שחור לבן, שמאל, 5/5",https://under1000.co.il/wp-content/uploads/2020/06/ברוש-תחרה-שחור-שמאל-15-20-4-מתוך-5-.jpg,,,,4,75,105
2143,"זרימה בסגול וצהוב",,,"צבעי אקריליק",קנבס,3,140,100
2160,"שחור לבן גדול",https://under1000.co.il/wp-content/uploads/2020/06/264-100x90--scaled.jpg,מודרני|מופשט,"צבעי אקריליק",קנבס,,90,100
2172,"סוף המופע",https://under1000.co.il/wp-content/uploads/2020/06/106208219_10158079677239718_4105437676721333202_n.jpg,,"צבעי אקריליק",קנבס,3,50,70
2178,פרידה,https://under1000.co.il/wp-content/uploads/2020/06/C90435A4-9567-4A45-BD20-4B49B04606F5-scaled.jpeg,,"צבעי אקריליק",,4.5,45,45
2179,אריה,https://under1000.co.il/wp-content/uploads/2020/06/9FA8772D-1539-4E29-9F58-BB5782EA3DBE-scaled.jpeg,מודרני,"צבעי אקריליק|שפכטל",,2,50,50
2181,"אישה עם כיסוי ראש",https://under1000.co.il/wp-content/uploads/2020/06/016E47E4-CAAE-4B47-8044-6A16863D9E9A-scaled.jpeg,מודרני,"צבעי אקריליק|שפכטל",קנבס,3,40,100
2183,מתבוננת,https://under1000.co.il/wp-content/uploads/2020/06/4BD22D3F-C154-41D4-B1BA-1FAA023EC981-scaled.jpeg,מודרני,"ספריי|צבעי אקריליק|שפכטל",קנבס,38,70,80
2198,"מסלולי הנחל",,,,,3,120,100
2200,"Old Jaffa/ בית קפה ביפו",,,,,2,70,70
2204,"פוסטר פופארט עכשווי A4",https://under1000.co.il/wp-content/uploads/2020/06/fig_42_120x100_-חדש-1.jpg,,,,,21,30
2208,"פוסטר פופארט עכשווי 40/40 ס""מ",https://under1000.co.il/wp-content/uploads/2020/06/Mona-lisa-fashion.jpg,,,,,40,40
2210,"פוסטר פופארט עכשווי בגודל 70/50 ס""מ חתום וממוספר",https://under1000.co.il/wp-content/uploads/2020/06/fig_42_120x100_-חדש-1.jpg,,,,,50,70
2211,"שובר רכישה בשווי 4,000 ש""ח בעלות 2,800 ש""ח בלבד!",https://under1000.co.il/wp-content/uploads/2020/06/4000.png,,,,,,
2214,"שובר רכישה בשווי 1,000 ש""ח בעלות 750 ש""ח בלבד!",https://under1000.co.il/wp-content/uploads/2020/06/1000.png,,,,,,
2216,"שובר רכישה בשווי 1,500 ש""ח בעלות 1,100 ש""ח בלבד!",https://under1000.co.il/wp-content/uploads/2020/06/1500.png,,,,,,
2237,"עיר גשומה / Rainy city",,,,,2,70,70
2239,"ערב ביפו/ evening in Jaffa",,,,,2,50,40
2241,"רחוב איטלקי /Italian street",,,,,2,70,70
2293,"נשיקת מלאכים",https://under1000.co.il/wp-content/uploads/2020/07/1427C18D-7D69-4947-8FAB-43AA17ED3FDC-scaled.jpeg,מודרני,"צבעי אקריליק|שפכטל",קנבס,3,45,35
2295,"זוג אריות",https://under1000.co.il/wp-content/uploads/2020/07/FE6319BD-B5E7-4382-A79E-3A8418FB4BA4-scaled.jpeg,מודרני,"צבעי אקריליק|שפכטל",קנבס,1.5,100,40
2341,"סוס עץ",https://under1000.co.il/wp-content/uploads/2020/07/סוס-עץ.jpg,,"דיו|צבעי אקריליק",עץ,2,40,10
2400,"הצבעים של שקיעה",,,"צבעי אקריליק",קנבס,3,120,100
2443,מודליאנה,https://under1000.co.il/wp-content/uploads/2020/07/מודליאנה.jpeg,"אמנות עכשווית|פיגורטיבי","צבעי אקריליק",קנבס,3.5,100,100
2446,פלורה,https://under1000.co.il/wp-content/uploads/2020/07/WhatsApp-Image-2020-07-07-at-12.00.29.jpeg,"דיוקנאות|פופ ארט|פיגורטיבי","צבעי אקריליק",קנבס,3.5,100,100
2448,לונה,https://under1000.co.il/wp-content/uploads/2020/07/WhatsApp-Image-2020-07-07-at-12.00.29-1.jpeg,,,,,,
2495,"TLV BLUE, TURQUOISE &amp; WHITE",https://under1000.co.il/wp-content/uploads/2020/07/CamScanner-07-09-2020-15.20.39_1-scaled.jpg,"אמנות רחוב|נוף אורבני",טושים|ספריי,,2,100,40
2501,"TLV BLUE, YELLOW &amp; GREEN",https://under1000.co.il/wp-content/uploads/2020/07/CamScanner-07-09-2020-15.22.48_1-scaled.jpg,"אמנות רחוב|נוף אורבני","ספריי|צבעי אקריליק",,2,100,40
2512,"פורטריט כלב בורזוי לבן",https://under1000.co.il/wp-content/uploads/2020/07/20200711_120945-1-scaled.jpg,ריאליסטי,"צבעי אקריליק",עץ,3,50,92
2545,"דג חלודה",,מופשט|ריאליסטי,הדפס,מתכת,,60,40
2575,"צמחים רקע אדום",,מודרני|מופשט|נופים,"צבעי אקריליק",קנבס,,80,80
2584,"טיול בפארק",https://under1000.co.il/wp-content/uploads/2020/07/110X80B-2-scaled.jpg,,"צבעי אקריליק",קנבס,3,110,80
2595,השתקפות,https://under1000.co.il/wp-content/uploads/2020/07/b2bfccb0-a4a5-4537-9f8b-a53843bece9a.jpg,פיגורטיבי,"צבעי אקריליק",קנבס,3,60,90
2601,"South Tel Aviv, old Jaffa",,"נוף אורבני|פיגורטיבי|ריאליסטי","צבעי שמן",קנבס,2,80,60
2611,"אבסטרקט צבעים חום שחור צהוב על לבן",https://under1000.co.il/wp-content/uploads/2020/07/20200721_144957-1-scaled-e1595837445578.jpg,מופשט,"צבעי אקריליק",קנבס,,70,50
2615,"רועי צאן",https://under1000.co.il/wp-content/uploads/2020/07/90x60e-scaled.jpg,,,,3,90,60
2616,"ארוחת צהריים",https://under1000.co.il/wp-content/uploads/2020/07/65X80.jpg,,,,3,65,80
2618,"צהריים ליד הנהר",https://under1000.co.il/wp-content/uploads/2020/07/100X50F-scaled.jpg,,,,3,100,50
2620,"הגעתי הביתה",https://under1000.co.il/wp-content/uploads/2020/07/80X60HH.jpg,,,,3,80,60
2622,בילי,https://under1000.co.il/wp-content/uploads/2020/07/IMG_1346.jpg,פיגורטיבי,"צבעי אקריליק",קנבס,,80,100
2627,עופרה,https://under1000.co.il/wp-content/uploads/2020/07/IMG_1350.jpg,פיגורטיבי,"צבעי אקריליק",קנבס,,80,100
2629,עופרי,https://under1000.co.il/wp-content/uploads/2020/07/IMG_1352.jpg,פיגורטיבי,"צבעי אקריליק",קנבס,,80,100
2631,פעימה,https://under1000.co.il/wp-content/uploads/2020/07/IMG_1347.jpg,פיגורטיבי,"צבעי אקריליק",קנבס,,100,100
